,ONE_DAY_PRECIPITATION,MIN_TEMP,MAX_TEMP,year_month,Station
9823, 0.0,-8.1, 3.7,2013-05,MOL
9824, 4.0,0.0, 10.1,2013-06,MOL
9825, 0.0,12.8, 25.8,2013-07,MOL
9826, 1.9,10.3, 22.1,2013-08,MOL
9827, 0.0,8.4, 19.0,2013-09,MOL
9828, 7.0,-3.0, 2.7,2013-10,MOL
9829, 4.0,-4.4, 0.0,2013-11,MOL
9830, 10.0,-6.4, -4.3,2013-12,MOL
9831, 0.0,-6.8, -3.6,2014-01,MOL
9832, 0.0,-18.5, -12.8,2014-02,MOL
9833, 0.0,-24.6, -17.3,2014-03,MOL
9834, 0.0,-10.9, 3.4,2014-04,MOL
9835, 0.0,3.6, 16.1,2014-05,MOL
9836, 1.0,3.4, 13.0,2014-06,MOL
9837, 0.0,6.3, 19.7,2014-07,MOL
9838, 0.0,11.6, 24.2,2014-08,MOL
9839, 9.1,11.4, 16.5,2014-09,MOL
9840, 2.0,-2.9, 2.6,2014-10,MOL
9841, 0.2,3.5, 9.2,2014-11,MOL
9842, 0.0,-14.9, -8.7,2014-12,MOL
9843, 4.2,-14.6, -5.5,2015-01,MOL
9844, 2.0,-12.3, -8.2,2015-02,MOL
9845, 4.0,-11.1, -6.6,2015-03,MOL
9846, 8.8,-7.4, -1.5,2015-04,MOL
9847, 12.0,-3.9, 2.3,2015-05,MOL
9848, 0.0,7.0, 16.2,2015-06,MOL
9849, 0.0,7.9, 17.0,2015-07,MOL
9850, 0.0,13.0, 18.8,2015-08,MOL
9851, 41.0,-0.1, 5.2,2015-09,MOL
9852, 0.0,7.3, 15.3,2015-10,MOL
9853, 8.0,-5.6, 0.3,2015-11,MOL
9854, 0.0,-12.8, -4.1,2015-12,MOL
9855, 0.0,-11.5, -0.1,2016-01,MOL
9856, 2.0,-10.8, -5.5,2016-02,MOL
9857, 4.0,-7.4, -3.2,2016-03,MOL
9858, 0.0,1.9, 10.1,2016-04,MOL
9859, 0.0,2.3, 14.3,2016-05,MOL
9860, 5.0,3.3, 9.1,2016-06,MOL
9861, 2.0,7.8, 17.5,2016-07,MOL
9862, 0.0,4.6, 14.5,2016-08,MOL
9863, 3.0,4.7, 9.5,2016-09,MOL
9864, 20.0,-0.8, 6.4,2016-10,MOL
9865, 9.0,-4.4, -2.3,2016-11,MOL
9866, 0.0,-9.9, -4.6,2016-12,MOL
9867, 0.0,-20.1, -13.8,2017-01,MOL
9868, 0.0,-18.4, -11.8,2017-02,MOL
9869, 4.0,-14.5, -5.7,2017-03,MOL
9870, 16.0,-4.1, 1.6,2017-04,MOL
9871, 2.0,-4.1, 4.1,2017-05,MOL
9872, 3.0,2.8, 11.9,2017-06,MOL
9873, 0.0,10.5, 19.5,2017-07,MOL
9874, 0.0,9.5, 17.8,2017-08,MOL
9875, 0.0,7.8, 13.8,2017-09,MOL
9876, 1.0,-2.0, 2.0,2017-10,MOL
9877, 0.0,-11.8, -3.7,2017-11,MOL
9878, 20.0,-6.9, -5.6,2017-12,MOL
9879, 1.0,-19.4, -6.8,2018-01,MOL
9880, 4.0,-11.7, -7.8,2018-02,MOL
9881, 0.0,-9.1, -4.7,2018-03,MOL
9882, 0.0,-11.5, -7.1,2018-04,MOL
9883, 0.0,-2.2, 6.9,2018-05,MOL
9884, 0.0,2.0, 10.3,2018-06,MOL
9885, 2.0,1.4, 7.4,2018-07,MOL
9886, 1.0,9.1, 20.7,2018-08,MOL
9887, 1.0,1.0, 6.4,2018-09,MOL
9888, 22.0,-6.9, -1.3,2018-10,MOL
9889, 15.0,-5.2, -0.1,2018-11,MOL
9890, 0.0,-11.9, 2.3,2018-12,MOL
9891, 2.0,-13.6, -8.4,2019-01,MOL
9892, 42.0,-7.7, -4.5,2019-02,MOL
9893, 0.0,-22.9, -11.0,2019-03,MOL
9894, 0.0,-5.1, 4.1,2019-04,MOL
9895, 8.7,-7.2, 1.2,2019-05,MOL
9896, 7.6,5.2, 12.6,2019-07,MOL
9897, 0.0,8.2, 16.4,2019-08,MOL
9898, 9.0,6.7, 14.8,2019-09,MOL
9899, 0.2,-5.4, 2.6,2019-10,MOL
9900, 1.9,-10.0, -4.8,2019-11,MOL
9901, 0.0,-14.1, -8.3,2019-12,MOL
9902, 11.3,-9.4, -4.2,2020-01,MOL
9903, 34.0,-13.2, -1.1,2020-02,MOL
9904, 2.0,-10.2, -4.7,2020-03,MOL
9905, 0.0,-19.7, -12.4,2020-04,MOL
9906, 0.0,-2.0, 7.7,2020-05,MOL
9907, 7.0,0.7, 4.5,2020-06,MOL
9908, 41.8,-0.1, 3.6,2020-07,MOL
9909, 2.3,11.5, 24.3,2020-08,MOL
9910, 6.6,4.4, 10.4,2020-09,MOL
9911, 1.0,8.5, 14.6,2020-10,MOL
9912, 0.0,-4.7, -0.3,2020-11,MOL
9913, 11.1,-11.9, 5.6,2020-12,MOL
9914, 12.3,-7.1, -3.8,2021-01,MOL
9915, 15.1,-4.6, -0.5,2021-02,MOL
9916, 26.2,-7.6, -4.3,2021-03,MOL
9917, 8.6,-3.8, -1.6,2021-04,MOL
9918, 13.9,-2.6, 2.9,2021-05,MOL
9919, 0.0,8.1, 17.7,2021-06,MOL
9920, 10.9,13.2, 28.9,2021-07,MOL
9921, 0.1,13.3, 23.6,2021-08,MOL
9922, 10.4,-0.2, 4.3,2021-09,MOL
9923, 0.4,-0.6, 3.9,2021-10,MOL
9924, 0.0,-6.4, 4.0,2021-11,MOL
9925, 18.4,-2.0, -0.8,2021-12,MOL
9926, 8.6,-24.5, -21.2,2022-01,MOL
9927, 2.6,-24.5, -10.8,2022-02,MOL
9928, 9.8,-5.6, -1.7,2022-03,MOL
9929, 3.6,-7.5, -2.3,2022-04,MOL
9930, 0.0,-1.6, 5.0,2022-05,MOL
9931, 0.0,3.6, 12.1,2022-06,MOL
9932, 0.1,8.0, 16.6,2022-07,MOL
9933, 15.2,6.5, 19.9,2022-08,MOL
9934, 0.3,11.3, 19.0,2022-09,MOL
9935, 0.0,8.0, 15.1,2022-10,MOL
9936, 0.8,-9.4, -3.0,2022-11,MOL
9937, 0.6,-23.3, -12.2,2022-12,MOL
9938, 1.2,-10.7, -1.5,2023-01,MOL
9939, 3.4,-12.5, -9.5,2023-03,MOL
9940, 1.4,-8.8, -1.3,2023-04,MOL
9941, 0.0,7.4, 16.7,2023-05,MOL
9942, 0.1,3.4, 12.1,2023-06,MOL
9943, 8.2,4.5, 14.7,2023-07,MOL
9944, 0.3,9.7, 18.2,2023-08,MOL
9945, 4.8,5.2, 15.2,2023-09,MOL
9946, 0.1,-1.0, 7.8,2023-10,MOL
9947, 4.5,-6.5, -0.8,2023-11,MOL
9948, 2.3,-14.4, -5.7,2023-12,MOL
9949, 6.3,-33.3, -27.8,2005-01,HFF
9950, 0.0,0.0, 7.0,2005-02,HFF
9951, 0.0,-9.0, 3.3,2005-03,HFF
9952, 0.0,-2.8, 9.9,2005-04,HFF
9953, 0.0,-3.8, 11.7,2005-05,HFF
9954, 0.2,12.2, 22.4,2005-06,HFF
9955, 0.0,9.7, 25.6,2005-07,HFF
9956, 5.2,9.9, 17.5,2005-08,HFF
9957, 0.1,4.1, 18.3,2005-09,HFF
9958, 0.0,-0.7, 10.8,2005-10,HFF
9959, 0.2,-3.8, -0.1,2005-11,HFF
9960, 2.6,-11.9, -10.1,2005-12,HFF
9961, 0.0,-8.5, -5.9,2006-01,HFF
9962, 0.0,-18.4, -8.1,2006-02,HFF
9963, 0.7,-14.8, -6.0,2006-03,HFF
9964, 0.0,-5.3, 10.1,2006-04,HFF
9965, 0.0,0.5, 11.6,2006-05,HFF
9966, 0.0,9.0, 25.1,2006-06,HFF
9967, 0.0,9.6, 29.9,2006-07,HFF
9968, 1.7,8.5, 20.8,2006-08,HFF
9969, 0.0,9.0, 26.2,2006-09,HFF
9970, 0.5,-2.4, 10.7,2006-10,HFF
9971, 0.7,-8.4, -3.9,2006-11,HFF
9972, 1.1,-28.9, -20.3,2006-12,HFF
9973, 0.0,-2.6, 4.7,2007-01,HFF
9974, 0.0,-13.6, -2.7,2007-02,HFF
9975, 0.0,-20.4, -13.1,2007-03,HFF
9976, 0.0,-11.4, -5.4,2007-04,HFF
9977, 0.0,-2.8, 14.2,2007-05,HFF
9978, 0.0,7.4, 27.8,2007-06,HFF
9979, 3.7,9.6, 24.4,2007-07,HFF
9980, 0.0,7.1, 25.8,2007-08,HFF
9981, 0.0,4.8, 21.0,2007-09,HFF
9982, 0.0,1.8, 12.8,2007-10,HFF
9983, None,-3.2, 8.9,2007-11,HFF
9984, 0.2,-25.9, -15.6,2007-12,HFF
9985, None,-28.0, -12.7,2008-01,HFF
9986, 0.0,-35.8, -22.8,2008-02,HFF
9987, 4.7,-23.7, -12.4,2008-03,HFF
9988, 0.0,-0.8, 12.1,2008-04,HFF
9989, 3.1,0.3, 8.3,2008-05,HFF
9990, 0.0,6.2, 26.9,2008-06,HFF
9991, 0.0,10.2, 29.4,2008-07,HFF
9992, 13.1,9.5, 15.9,2008-08,HFF
9993, 0.0,1.8, 16.6,2008-09,HFF
9994, 0.0,3.8, 21.8,2008-10,HFF
9995, 0.0,-0.3, 2.8,2008-11,HFF
9996, 0.3,-3.9, 7.6,2008-12,HFF
9997, 1.2,-39.2, -28.5,2009-01,HFF
9998, 0.0,-13.7, -2.0,2009-02,HFF
9999, 0.0,-22.7, -5.8,2009-03,HFF
10000, 0.0,-13.5, 4.2,2009-04,HFF
10001, 0.0,-0.5, 21.1,2009-05,HFF
10002, 1.0,5.6, 17.1,2009-06,HFF
10003, 1.3,8.1, 17.9,2009-07,HFF
10004, 0.0,16.7, 31.5,2009-08,HFF
10005, 0.0,9.6, 25.7,2009-09,HFF
10006, 0.0,-1.4, 13.3,2009-10,HFF
10007, 0.0,-7.8, -4.6,2009-11,HFF
10008, 0.0,-20.5, -17.3,2009-12,HFF
10009, 0.1,-23.2, -17.4,2010-01,HFF
10010, 0.0,-22.1, -12.8,2010-02,HFF
10011, 0.0,-5.2, 5.2,2010-03,HFF
10012, 0.0,-2.9, 9.0,2010-04,HFF
10013, 0.0,2.9, 14.5,2010-05,HFF
10014, 0.0,4.0, 21.2,2010-06,HFF
10015, 0.0,6.3, 21.0,2010-07,HFF
10016, 2.7,11.8, 19.0,2010-08,HFF
10017, 1.9,9.4, 18.3,2010-09,HFF
10018, 0.0,0.6, 16.9,2010-10,HFF
10019, 0.0,-0.4, 10.0,2010-11,HFF
10020, 0.3,-15.1, -10.6,2010-12,HFF
10021, 0.0,-22.9, -13.4,2011-01,HFF
10022, 0.0,-27.1, 2.2,2011-02,HFF
10023, 0.0,-37.0, -20.4,2011-03,HFF
10024, 0.0,-7.2, 9.2,2011-04,HFF
10025, 0.0,-1.6, 14.6,2011-05,HFF
10026, 0.0,4.5, 26.3,2011-06,HFF
10027, 0.0,7.1, 19.4,2011-07,HFF
10028, 0.0,8.6, 23.4,2011-08,HFF
10029, 6.6,5.2, 15.5,2011-09,HFF
10030, 0.7,-1.7, 10.8,2011-10,HFF
10031, 0.0,-6.6, 7.0,2011-11,HFF
10032, 0.0,-1.3, 5.4,2011-12,HFF
10033, 0.0,-22.9, -11.4,2012-01,HFF
10034, 0.0,-13.5, -5.9,2012-02,HFF
10035, 0.0,-17.5, -8.6,2012-03,HFF
10036, 0.0,-4.3, 7.0,2012-04,HFF
10037, 5.7,3.3, 15.0,2012-05,HFF
10038, 0.0,4.7, 21.0,2012-06,HFF
10039, 0.0,7.5, 22.2,2012-07,HFF
10040, 0.1,10.0, 23.1,2012-08,HFF
10041, 0.0,3.8, 20.3,2012-09,HFF
10042, 21.6,4.3, 11.7,2012-10,HFF
10043, 0.0,-11.7, -6.9,2012-11,HFF
10044, 5.9,-19.1, -17.0,2012-12,HFF
10045, 0.0,-18.5, -13.7,2013-01,HFF
10046, 0.0,-18.6, -7.8,2013-02,HFF
10047, 0.0,-5.4, 6.4,2013-03,HFF
10048, 0.0,-4.1, 8.6,2013-04,HFF
10049, 0.0,-5.2, 9.1,2013-05,HFF
10050, 0.0,6.4, 23.3,2013-06,HFF
10051, 0.0,13.0, 33.5,2013-07,HFF
10052, 0.0,13.5, 26.5,2013-08,HFF
10053, 0.0,9.0, 25.0,2013-09,HFF
10054, 12.6,3.7, 7.0,2013-10,HFF
10055, 0.0,-2.9, 9.8,2013-11,HFF
10056, 9.2,-16.7, -11.5,2013-12,HFF
10057, 0.0,-27.3, -16.6,2014-01,HFF
10058, 1.0,-20.0, -10.2,2014-02,HFF
10059, 0.4,-35.1, -19.2,2014-03,HFF
10060, 0.0,-17.8, 1.9,2014-04,HFF
10061, 0.0,5.5, 18.0,2014-05,HFF
10062, 0.0,9.4, 24.3,2014-06,HFF
10063, 0.0,10.1, 28.7,2014-07,HFF
10064, 0.0,10.1, 26.7,2014-08,HFF
10065, 0.0,7.4, 19.6,2014-09,HFF
10066, 0.0,2.2, 8.1,2014-10,HFF
10067, 0.0,-4.4, -0.5,2014-11,HFF
10068, 0.0,-25.4, -18.5,2014-12,HFF
10069, 7.7,-12.1, -4.9,2015-01,HFF
10070, 1.0,-42.6, -19.9,2015-02,HFF
10071, 0.0,-28.1, 3.2,2015-03,HFF
10072, 2.8,-0.2, 6.2,2015-04,HFF
10073, 0.0,3.3, 14.1,2015-05,HFF
10074, 0.0,6.6, 14.4,2015-06,HFF
10075, 0.0,13.9, 29.3,2015-07,HFF
10076, 0.0,8.3, 26.4,2015-08,HFF
10077, 1.7,1.0, 17.2,2015-09,HFF
10078, 3.8,4.3, 18.3,2015-10,HFF
10079, 2.7,0.5, -0.1,2015-11,HFF
10080, 0.0,-14.4, -6.7,2015-12,HFF
10081, 0.0,-21.5, -0.7,2016-01,HFF
10082, 0.0,-24.1, -9.6,2016-02,HFF
10083, 0.0,-15.0, 5.8,2016-03,HFF
10084, 0.0,-2.2, 21.1,2016-04,HFF
10085, 0.0,9.6, 23.6,2016-05,HFF
10086, 0.0,8.0, 24.3,2016-06,HFF
10087, 0.0,11.8, 23.4,2016-07,HFF
10088, 13.0,11.5, 28.7,2016-08,HFF
10089, 7.1,8.1, 13.0,2016-09,HFF
10090, 21.0,-0.1, 2.7,2016-10,HFF
10091, 7.2,-6.0, -3.0,2016-11,HFF
10092, 0.0,-11.8, -5.1,2016-12,HFF
10093, 0.0,-22.6, -14.2,2017-01,HFF
10094, 0.0,-20.7, -12.6,2017-02,HFF
10095, 0.9,-17.8, -13.4,2017-03,HFF
10096, 0.0,0.5, 14.8,2017-04,HFF
10097, 0.0,-0.9, 14.0,2017-05,HFF
10098, 0.0,9.8, 27.8,2017-06,HFF
10099, 0.0,12.0, 26.4,2017-07,HFF
10100, 0.0,8.0, 22.9,2017-08,HFF
10101, 0.0,10.4, 24.6,2017-09,HFF
10102, 0.1,-1.0, 8.7,2017-10,HFF
10103, 0.4,-7.0, 0.9,2017-11,HFF
10104, 0.1,-10.7, -2.6,2017-12,HFF
10105, 0.0,-36.7, -16.3,2018-01,HFF
10106, 1.1,-21.2, -17.5,2018-02,HFF
10107, 6.9,-13.2, -3.3,2018-03,HFF
10108, 0.0,-24.4, 4.2,2018-04,HFF
10109, 0.0,3.2, 21.5,2018-05,HFF
10110, 0.0,4.2, 20.0,2018-06,HFF
10111, 21.5,11.1, 14.3,2018-07,HFF
10112, 0.0,15.2, 27.4,2018-08,HFF
10113, 0.0,4.2, 16.2,2018-09,HFF
10114, 0.2,-6.2, 2.4,2018-10,HFF
10115, 0.9,-3.6, -0.7,2018-12,HFF
10116, 1.7,-5.7, 1.8,2019-01,HFF
10117, 9.9,-24.0, -17.6,2019-02,HFF
10118, 0.0,-29.0, -14.1,2019-03,HFF
10119, 0.0,-4.7, 17.9,2019-04,HFF
10120, 0.8,0.2, 6.8,2019-05,HFF
10121, 6.8,8.8, 22.1,2019-07,HFF
10122, 0.0,10.0, 20.5,2019-08,HFF
10123, 0.0,5.6, 21.0,2019-09,HFF
10124, 1.0,-4.8, 1.3,2019-11,HFF
10125, 0.0,-13.5, -2.0,2019-12,HFF
10126, 0.0,-14.8, -5.1,2020-01,HFF
10127, 1.7,-14.3, -0.1,2020-02,HFF
10128, 0.0,-16.1, 2.8,2020-03,HFF
10129, 0.0,-24.2, 1.0,2020-04,HFF
10130, 0.0,0.9, 23.3,2020-05,HFF
10131, 0.0,5.1, 25.6,2020-06,HFF
10132, 39.8,11.9, 15.7,2020-07,HFF
10133, 4.2,16.5, 29.8,2020-08,HFF
10134, 0.0,8.1, 19.7,2020-09,HFF
10135, 0.0,3.2, 22.2,2020-10,HFF
10136, 0.0,0.4, 11.3,2020-11,HFF
10137, 0.0,-7.8, 6.7,2020-12,HFF
10138, 11.9,-39.9, -16.4,2021-01,HFF
10139, 1.0,-16.6, -10.9,2021-02,HFF
10140, 1.5,-6.1, 3.6,2021-03,HFF
10141, 0.0,-3.0, 10.5,2021-04,HFF
10142, 1.0,1.5, 16.8,2021-05,HFF
10143, 0.0,12.9, 30.2,2021-06,HFF
10144, 0.4,18.2, 28.1,2021-07,HFF
10145, 0.0,16.2, 26.5,2021-08,HFF
10146, 0.0,6.5, 21.5,2021-09,HFF
10147, 0.0,4.7, 13.4,2021-10,HFF
10148, 0.0,-11.0, -2.8,2021-11,HFF
10149, 0.0,-3.7, 5.4,2021-12,HFF
10150, 0.0,-27.2, -9.5,2022-01,HFF
10151, 0.0,-28.4, -18.2,2022-02,HFF
10152, 5.2,-7.2, -2.4,2022-03,HFF
10153, 0.0,-4.7, 7.6,2022-04,HFF
10154, 0.0,-2.1, 13.1,2022-05,HFF
10155, 0.0,4.6, 29.2,2022-06,HFF
10156, 4.6,9.8, 22.0,2022-07,HFF
10157, 25.2,13.0, 24.6,2022-08,HFF
10158, 0.0,7.3, 27.3,2022-09,HFF
10159, 0.0,7.3, 25.2,2022-10,HFF
10160, 0.0,-8.7, -1.9,2022-11,HFF
10161, 0.0,-32.9, -27.6,2022-12,HFF
10162, 0.0,-24.8, -10.8,2023-01,HFF
10163, 0.0,-22.5, -1.1,2023-03,HFF
10164, 4.2,-2.5, 13.9,2023-04,HFF
10165, 0.0,7.5, 26.1,2023-05,HFF
10166, 0.0,1.5, 28.0,2023-06,HFF
10167, 0.6,11.0, 24.0,2023-07,HFF
10168, 4.4,13.1, 25.8,2023-08,HFF
10169, 0.0,6.3, 32.0,2023-09,HFF
10170, 0.0,3.8, 15.3,2023-10,HFF
10171, 0.0,-1.7, 4.1,2023-11,HFF
10172, 0.0,-15.5, -11.9,2023-12,HFF
10173, 0.0,-21.5, -16.5,2005-01,LST
10174, 0.9,2.8, 6.2,2005-02,LST
10175, 0.3,-7.2, 4.5,2005-03,LST
10176, 1.2,-1.9, 7.3,2005-04,LST
10177, 0.0,2.2, 8.7,2005-05,LST
10178, 2.1,10.2, 17.1,2005-06,LST
10179, 1.0,10.1, 22.0,2005-07,LST
10180, 31.9,8.7, 12.1,2005-08,LST
10181, 0.6,7.2, 16.0,2005-09,LST
10182, 0.7,3.0, 12.3,2005-10,LST
10183, 0.4,1.9, 8.8,2005-11,LST
10184, 0.9,-11.5, -7.4,2005-12,LST
10185, 1.3,-1.2, 1.2,2006-01,LST
10186, 2.2,-1.5, 1.6,2006-02,LST
10187, 0.0,-12.4, -5.7,2006-03,LST
10188, 1.3,-2.8, 8.3,2006-04,LST
10189, 0.2,0.1, 9.4,2006-05,LST
10190, 4.8,10.3, 22.2,2006-06,LST
10191, 0.0,11.3, 24.8,2006-07,LST
10192, 2.8,9.7, 19.7,2006-08,LST
10193, 0.0,10.2, 21.6,2006-09,LST
10194, 0.4,1.6, 12.5,2006-10,LST
10195, 0.8,-6.4, -2.1,2006-11,LST
10196, 0.0,-14.0, -10.6,2006-12,LST
10197, 2.8,0.1, 5.5,2007-01,LST
10198, 0.0,-10.5, -4.3,2007-02,LST
10199, 0.7,-13.7, -9.6,2007-03,LST
10200, 3.5,-10.7, -5.9,2007-04,LST
10201, 0.0,0.8, 11.9,2007-05,LST
10202, 0.0,7.4, 23.7,2007-06,LST
10203, 0.0,9.9, 18.2,2007-07,LST
10204, 0.0,9.8, 21.9,2007-08,LST
10205, 0.7,8.0, 16.2,2007-09,LST
10206, 1.4,3.8, 8.6,2007-10,LST
10207, 0.0,0.2, 8.8,2007-11,LST
10208, 0.0,-16.2, -10.5,2007-12,LST
10209, 4.5,-14.5, -4.9,2008-01,LST
10210, 0.0,-28.1, -23.0,2008-02,LST
10211, 4.1,-12.9, 0.6,2008-03,LST
10212, 0.0,-6.8, 4.1,2008-04,LST
10213, 1.1,1.6, 4.5,2008-05,LST
10214, 0.9,7.4, 22.0,2008-06,LST
10215, 0.0,15.0, 28.4,2008-07,LST
10216, 0.0,8.8, 16.9,2008-08,LST
10217, 0.0,5.3, 14.7,2008-09,LST
10218, 1.1,9.2, 19.9,2008-10,LST
10219, 4.4,2.8, 7.2,2008-11,LST
10220, 8.0,-13.9, -7.8,2009-03,LST
10221, 0.0,-6.3, -1.2,2009-04,LST
10222, 0.0,0.9, 14.8,2009-05,LST
10223, 0.0,5.1, 15.7,2009-06,LST
10224, 7.0,7.2, 15.3,2009-07,LST
10225, 0.1,17.4, 27.5,2009-08,LST
10226, 1.0,8.8, 19.9,2009-09,LST
10227, 7.0,1.9, 6.4,2009-10,LST
10228, 0.0,-8.5, -6.4,2009-12,LST
10229, 1.0,-19.4, -13.2,2010-01,LST
10230, 0.0,-9.2, -4.8,2010-02,LST
10231, 0.0,5.2, 9.1,2010-03,LST
10232, 0.0,-0.7, 7.3,2010-04,LST
10233, 3.6,1.6, 10.2,2010-05,LST
10234, 0.0,8.7, 22.5,2010-06,LST
10235, 0.0,7.8, 16.0,2010-07,LST
10236, 0.2,14.6, 20.9,2010-08,LST
10237, 0.0,9.4, 16.1,2010-09,LST
10238, 0.3,3.8, 14.1,2010-10,LST
10239, 1.4,3.0, 9.4,2010-11,LST
10240, 1.0,-3.6, 1.1,2010-12,LST
10241, 0.0,-14.1, -11.7,2011-01,LST
10242, 0.0,-18.1, -6.9,2011-02,LST
10243, 0.0,-23.2, -18.0,2011-03,LST
10244, 0.0,5.3, 18.6,2011-04,LST
10245, 1.0,-2.6, 11.8,2011-05,LST
10246, 0.0,13.3, 29.2,2011-06,LST
10247, 0.0,11.5, 20.5,2011-07,LST
10248, 0.0,12.2, 20.8,2011-08,LST
10249, 0.8,0.6, 6.4,2011-12,LST
10250, 3.8,-10.7, 5.7,2012-01,LST
10251, 0.0,-0.7, 3.7,2012-02,LST
10252, 0.0,-6.4, 7.6,2012-04,LST
10253, 2.0,3.7, 14.7,2012-05,LST
10254, 0.0,3.9, 16.2,2012-06,LST
10255, 2.2,10.1, 19.1,2012-08,LST
10256, 0.0,8.4, 16.1,2012-09,LST
10257, 25.1,5.1, 10.7,2012-10,LST
10258, 0.0,-2.2, -0.7,2012-11,LST
10259, 1.7,-14.2, -13.3,2012-12,LST
10260, 0.0,-9.4, -2.7,2013-01,LST
10261, 0.0,-8.8, -3.9,2013-02,LST
10262, 0.0,3.0, 12.4,2013-03,LST
10263, 0.0,6.4, 15.8,2013-04,LST
10264, 0.0,-0.4, 9.7,2013-05,LST
10265, 3.9,6.2, 18.8,2013-06,LST
10266, 3.1,14.6, 28.5,2013-07,LST
10267, 0.0,13.8, 25.7,2013-08,LST
10268, 0.0,10.7, 19.2,2013-09,LST
10269, 0.1,4.9, 8.8,2013-10,LST
10270, 0.0,-1.0, 6.2,2013-11,LST
10271, 11.0,-13.8, -2.9,2013-12,LST
10272, 0.4,-6.1, 3.7,2014-01,LST
10273, 0.1,-18.6, -12.4,2014-02,LST
10274, 0.0,-23.0, -15.5,2014-03,LST
10275, 0.0,-9.2, 3.8,2014-04,LST
10276, 0.0,5.2, 15.5,2014-05,LST
10277, 0.0,8.0, 22.4,2014-06,LST
10278, 0.0,11.4, 24.5,2014-07,LST
10279, 0.0,14.0, 23.7,2014-08,LST
10280, 6.1,8.1, 13.8,2014-09,LST
10281, 0.0,2.3, 8.7,2014-10,LST
10282, None,-9.1, -4.0,2015-01,LST
10283, None,-9.9, -7.3,2015-02,LST
10284, None,-9.3, -1.9,2015-03,LST
10285, None,1.1, 9.3,2015-04,LST
10286, None,2.5, 10.5,2015-05,LST
10287, None,8.8, 12.3,2015-06,LST
10288, None,13.9, 27.4,2015-07,LST
10289, None,10.9, 20.5,2015-08,LST
10290, None,4.6, 12.7,2015-09,LST
10291, None,10.3, 14.3,2015-10,LST
10292, None,2.8, 4.1,2015-11,LST
10293, None,-7.8, 3.7,2015-12,LST
10294, None,-16.5, -11.4,2016-01,LST
10295, None,-7.3, -2.3,2016-02,LST
10296, None,-4.9, 1.6,2016-03,LST
10297, None,-1.4, 13.9,2016-04,LST
10298, None,9.0, 21.5,2016-05,LST
10299, None,10.3, 17.6,2016-06,LST
10300, None,13.1, 19.9,2016-07,LST
10301, None,12.2, 23.9,2016-08,LST
10302, None,10.8, 13.6,2016-09,LST
10303, None,3.0, 6.9,2016-10,LST
10304, None,-1.8, 0.9,2016-11,LST
10305, None,-3.2, 1.1,2016-12,LST
10306, None,-14.7, -9.2,2017-01,LST
10307, None,-16.6, -10.3,2017-02,LST
10308, None,-14.5, -5.6,2017-03,LST
10309, None,3.2, 10.1,2017-04,LST
10310, None,2.4, 8.5,2017-05,LST
10311, None,11.1, 21.5,2017-06,LST
10312, None,13.2, 23.1,2017-07,LST
10313, None,8.7, 21.7,2017-08,LST
10314, None,9.6, 19.1,2017-09,LST
10315, None,1.8, 7.5,2017-10,LST
10316, None,-5.5, 3.1,2017-11,LST
10317, None,-0.8, 0.9,2017-12,LST
10318, None,-24.8, -17.8,2018-01,LST
10319, None,-18.4, -17.5,2018-02,LST
10320, None,-10.8, -0.4,2018-03,LST
10321, None,-10.2, 0.7,2018-04,LST
10322, None,2.1, 16.0,2018-05,LST
10323, None,5.4, 15.4,2018-06,LST
10324, None,9.7, 13.3,2018-07,LST
10325, None,14.6, 22.8,2018-08,LST
10326, None,4.6, 15.6,2018-09,LST
10327, None,-3.0, 2.5,2018-10,LST
10328, None,0.1, 3.6,2018-11,LST
10329, None,-1.4, 1.1,2018-12,LST
10330, None,-2.1, 4.9,2019-01,LST
10331, None,-22.5, -15.1,2019-02,LST
10332, None,-15.9, -7.0,2019-03,LST
10333, None,-1.9, 8.1,2019-04,LST
10334, None,1.3, 8.6,2019-05,LST
10335, None,10.3, 17.2,2019-07,LST
10336, None,9.2, 18.6,2019-08,LST
10337, None,8.0, 17.8,2019-09,LST
10338, None,3.2, 12.3,2019-10,LST
10339, None,-1.5, 3.3,2019-11,LST
10340, None,-10.7, -5.9,2019-12,LST
10341, None,-2.9, 0.8,2020-01,LST
10342, None,-7.6, 0.9,2020-02,LST
10343, None,-6.3, 2.7,2020-03,LST
10344, None,-16.7, -5.8,2020-04,LST
10345, None,1.1, 13.0,2020-05,LST
10346, None,4.3, 15.6,2020-06,LST
10347, None,11.3, 15.6,2020-07,LST
10348, None,15.9, 26.1,2020-08,LST
10349, None,9.2, 18.0,2020-09,LST
10350, 0.0,-6.1, -1.8,2021-11,LST
10351, 0.3,-0.4, 4.7,2021-12,LST
10352, 7.7,-20.0, -8.9,2022-01,LST
10353, 0.0,-20.3, -14.2,2022-02,LST
10354, 0.2,-5.8, -2.8,2022-03,LST
10355, 1.5,-3.9, 3.8,2022-04,LST
10356, 0.0,1.9, 11.9,2022-05,LST
10357, 0.0,7.4, 21.1,2022-06,LST
10358, 3.4,10.8, 18.0,2022-07,LST
10359, 0.1,12.5, 24.5,2022-08,LST
10360, 0.0,8.2, 21.0,2022-09,LST
10361, 0.0,9.5, 23.5,2022-10,LST
10362, 0.0,-7.2, 0.0,2022-11,LST
10363, 3.1,-22.7, -16.4,2022-12,LST
