ONE_DAY_PRECIPITATION,MIN_TEMP,MAX_TEMP,Station,Year,Month
 0.0,7.5, 14.7,ALU,2018,06
 7.0,11.5, 17.2,ALU,2018,07
 0.0,14.2, 23.0,ALU,2018,08
 0.0,10.7, 20.3,ALU,2018,09
 19.0,11.9, 15.2,ALU,2018,10
 79.0,9.6, 14.2,ALU,2018,11
 0.0,2.5, 11.3,ALU,2018,12
 0.0,-0.3, 6.6,ALU,2019,01
 48.3,4.6, 7.3,ALU,2019,02
 0.0,-3.7, 8.4,ALU,2019,03
 0.0,3.5, 18.3,ALU,2019,04
 0.0,4.7, 16.4,ALU,2019,05
 0.2,11.6, 25.1,ALU,2019,07
 2.1,14.6, 25.2,ALU,2019,08
 0.0,15.1, 24.2,ALU,2019,09
 0.7,4.4, 15.6,ALU,2019,10
 0.0,0.1, 13.1,ALU,2019,11
 4.1,-3.0, 3.6,ALU,2019,12
 3.7,4.1, 11.4,ALU,2020,01
 16.9,0.5, 10.1,ALU,2020,02
 1.6,0.7, 5.7,ALU,2020,03
 7.0,-0.1, 6.6,ALU,2020,04
 4.0,7.3, 18.5,ALU,2020,05
 0.0,6.9, 18.3,ALU,2020,06
 27.9,11.2, 12.5,ALU,2020,07
 0.0,13.4, 25.3,ALU,2020,08
 0.1,13.8, 25.6,ALU,2020,09
 0.0,12.3, 20.4,ALU,2020,10
 0.0,2.4, 17.8,ALU,2020,11
 0.0,1.0, 10.8,ALU,2020,12
 25.1,4.5, 8.9,ALU,2021,01
 36.1,3.6, 6.5,ALU,2021,02
 0.0,3.8, 9.1,ALU,2021,03
 0.0,3.3, 12.0,ALU,2021,04
 0.6,6.5, 15.0,ALU,2021,05
 0.0,11.9, 29.3,ALU,2021,06
 0.0,17.5, 23.2,ALU,2021,07
 0.0,18.6, 27.0,ALU,2021,08
 0.0,8.4, 22.3,ALU,2021,09
 0.0,9.0, 16.8,ALU,2021,10
 11.6,1.3, 10.8,ALU,2021,11
 53.0,8.5, 12.0,ALU,2021,12
 1.2,-7.4, -0.9,ALU,2022,01
 1.6,-1.2, 7.2,ALU,2022,02
 7.0,4.6, 10.8,ALU,2022,03
 3.6,2.9, 7.6,ALU,2022,04
 0.2,5.2, 14.3,ALU,2022,05
 0.0,9.2, 23.5,ALU,2022,06
 0.1,12.1, 24.4,ALU,2022,07
 0.0,16.5, 27.0,ALU,2022,08
 0.0,15.9, 27.4,ALU,2022,09
 0.0,11.3, 25.1,ALU,2022,10
 0.5,2.3, 11.3,ALU,2022,11
 0.1,-5.8, 0.6,ALU,2022,12
 1.3,1.7, 6.6,ALU,2023,01
 5.5,-1.4, 1.3,ALU,2023,03
 0.0,3.0, 8.9,ALU,2023,04
 11.0,7.9, 13.6,ALU,2023,05
 0.0,7.0, 18.8,ALU,2023,06
 0.2,10.6, 23.7,ALU,2023,07
 0.6,12.0, 27.0,ALU,2023,08
 0.0,12.9, 26.5,ALU,2023,09
 0.5,6.3, 19.1,ALU,2023,10
 3.2,2.5, 16.0,ALU,2023,11
 29.3,0.5, 4.4,ALU,2023,12
 0.0,-30.2, -20.6,OMI,2005,01
 1.0,1.1, 6.9,OMI,2005,02
 1.7,-9.0, 5.7,OMI,2005,03
 5.4,-3.1, 3.2,OMI,2005,04
 0.0,-4.3, 10.6,OMI,2005,05
 8.7,10.1, 15.7,OMI,2005,06
 1.3,5.3, 19.7,OMI,2005,07
 11.7,7.8, 11.7,OMI,2005,08
 5.5,4.2, 15.0,OMI,2005,09
 0.4,-1.3, 7.8,OMI,2005,10
 0.0,-1.7, 3.3,OMI,2005,11
 2.1,-11.1, -9.1,OMI,2005,12
 1.3,-3.5, 0.1,OMI,2006,01
 0.2,-6.5, 0.8,OMI,2006,02
 0.0,-22.9, -4.7,OMI,2006,03
 3.4,-5.4, 10.9,OMI,2006,04
 2.5,-1.9, 8.0,OMI,2006,05
 4.8,8.5, 20.4,OMI,2006,06
 0.0,6.0, 27.9,OMI,2006,07
 0.0,7.6, 17.4,OMI,2006,08
 0.0,8.2, 22.7,OMI,2006,09
 0.4,-2.5, 8.3,OMI,2006,10
 0.9,-11.1, -3.5,OMI,2006,11
 6.3,-23.5, -14.9,OMI,2006,12
 4.3,-4.7, 1.4,OMI,2007,01
 0.0,-18.7, -7.2,OMI,2007,02
 1.2,-15.1, -4.5,OMI,2007,03
 2.6,-14.0, -3.0,OMI,2007,04
 0.0,-2.0, 11.5,OMI,2007,05
 0.0,3.1, 23.6,OMI,2007,06
 1.3,7.4, 18.4,OMI,2007,07
 0.0,5.7, 21.9,OMI,2007,08
 1.1,2.1, 13.8,OMI,2007,09
 1.5,0.8, 7.2,OMI,2007,10
 0.0,-3.1, 4.4,OMI,2007,11
 0.0,-27.2, -14.6,OMI,2007,12
 4.1,-19.0, -10.2,OMI,2008,01
 0.0,-32.1, -19.6,OMI,2008,02
 2.0,-5.1, 3.2,OMI,2008,03
 0.0,-8.0, 6.9,OMI,2008,04
 1.2,1.2, 8.7,OMI,2008,05
 0.0,2.7, 23.3,OMI,2008,06
 0.0,9.4, 30.5,OMI,2008,07
 0.0,4.3, 18.2,OMI,2008,08
 0.0,2.2, 15.5,OMI,2008,09
 0.0,1.5, 20.0,OMI,2008,10
 4.6,0.5, 3.4,OMI,2008,11
 6.3,-13.1, 1.2,OMI,2008,12
 4.7,-17.3, -5.9,OMI,2009,03
 0.0,-13.0, 0.8,OMI,2009,04
 0.0,-3.0, 18.5,OMI,2009,05
 0.0,0.5, 18.5,OMI,2009,06
 1.4,6.3, 16.8,OMI,2009,07
 0.0,12.5, 32.2,OMI,2009,08
 1.0,-1.5, 9.7,OMI,2009,10
 0.0,-21.9, -13.0,OMI,2009,12
 1.5,-22.2, -15.1,OMI,2010,01
 0.0,-6.0, -1.4,OMI,2010,02
 0.0,-1.1, 6.6,OMI,2010,03
 0.0,-7.7, 5.5,OMI,2010,04
 5.6,1.0, 9.6,OMI,2010,05
 0.0,0.1, 20.8,OMI,2010,06
 0.0,2.8, 14.0,OMI,2010,07
 0.4,10.1, 23.9,OMI,2010,08
 3.6,6.8, 15.8,OMI,2010,09
 0.4,-1.9, 15.8,OMI,2010,10
 2.4,1.5, 6.6,OMI,2010,11
 1.0,-16.5, -5.8,OMI,2010,12
 0.0,-20.5, -13.3,OMI,2011,01
 0.0,-24.8, -11.4,OMI,2011,02
 0.0,-33.5, -16.2,OMI,2011,03
 0.0,-8.1, 6.5,OMI,2011,04
 1.0,-5.5, 10.0,OMI,2011,05
 0.0,1.8, 22.0,OMI,2011,06
 0.1,1.9, 13.5,OMI,2011,07
 0.0,4.5, 17.3,OMI,2011,08
 0.9,-14.3, -1.9,OMI,2011,12
 3.9,-22.6, -9.0,OMI,2012,01
 0.0,-12.9, -2.0,OMI,2012,02
 0.0,-11.2, -0.7,OMI,2012,03
 0.0,-13.8, 7.3,OMI,2012,04
 0.9,0.1, 10.0,OMI,2012,05
 1.5,-1.7, 13.7,OMI,2012,06
 1.1,7.3, 17.8,OMI,2012,08
 0.0,5.3, 20.4,OMI,2012,09
 19.6,3.1, 10.9,OMI,2012,10
 0.0,-7.4, -1.7,OMI,2012,11
 3.0,-13.3, -11.5,OMI,2012,12
 0.0,-20.4, -12.5,OMI,2013,01
 0.0,-13.5, -0.2,OMI,2013,02
 0.0,-13.0, 3.8,OMI,2013,03
 0.0,-7.7, 13.6,OMI,2013,04
 0.0,-5.8, 4.6,OMI,2013,05
 0.0,-0.4, 15.6,OMI,2013,06
 1.2,10.4, 27.5,OMI,2013,07
 0.0,9.1, 27.0,OMI,2013,08
 0.0,5.0, 22.8,OMI,2013,09
 4.3,3.5, 8.9,OMI,2013,10
 0.1,-7.4, 6.3,OMI,2013,11
 6.3,-12.6, 0.0,OMI,2013,12
 2.3,-14.1, -4.8,OMI,2014,01
 0.1,-26.5, -12.9,OMI,2014,02
 0.0,-32.3, -11.3,OMI,2014,03
 0.0,-17.4, 6.4,OMI,2014,04
 0.0,0.3, 15.8,OMI,2014,05
 0.0,2.7, 22.5,OMI,2014,06
 0.0,5.8, 24.4,OMI,2014,07
 0.0,4.2, 28.9,OMI,2014,08
 7.5,7.8, 16.1,OMI,2014,09
 0.7,1.9, 9.1,OMI,2014,10
 0.7,-3.7, 2.0,OMI,2014,11
 1.4,-23.0, -13.9,OMI,2014,12
 9.6,-15.1, -8.4,OMI,2015,01
 1.6,-10.3, -7.0,OMI,2015,02
 0.0,-14.8, 0.1,OMI,2015,03
 0.0,-7.1, 8.8,OMI,2015,04
 0.9,-2.4, 9.2,OMI,2015,05
 0.0,4.4, 19.5,OMI,2015,06
 0.0,7.8, 28.5,OMI,2015,07
 0.0,4.9, 20.9,OMI,2015,08
 1.3,-0.2, 12.4,OMI,2015,09
 2.3,7.9, 15.8,OMI,2015,10
 0.2,0.3, 2.9,OMI,2015,11
 4.4,-15.6, -5.8,OMI,2015,12
 0.0,-22.6, -15.4,OMI,2016,01
 0.2,-17.2, -2.4,OMI,2016,02
 0.0,-10.1, 3.3,OMI,2016,03
 0.0,-5.0, 18.7,OMI,2016,04
 0.0,3.3, 21.1,OMI,2016,05
 0.5,8.4, 17.8,OMI,2016,06
 0.8,9.1, 19.6,OMI,2016,07
 0.0,6.0, 26.0,OMI,2016,08
 17.0,9.6, 14.1,OMI,2016,09
 0.0,1.6, 5.6,OMI,2016,10
 1.6,-0.4, 2.3,OMI,2016,11
 0.4,-14.7, -5.7,OMI,2016,12
 0.0,-26.1, -16.2,OMI,2017,01
 0.0,-27.4, -11.9,OMI,2017,02
 0.0,-14.1, -3.0,OMI,2017,03
0.0,-6.5,-2.1,CMS,2005,01
1.0,3.9,7.2,CMS,2005,02
11.0,2.1,5.9,CMS,2005,03
23.9,0.1,7.0,CMS,2005,04
1.0,5.0,19.6,CMS,2005,05
1.0,10.0,16.3,CMS,2005,06
1.0,12.0,15.6,CMS,2005,07
1.0,11.0,22.6,CMS,2005,08
0.0,11.8,21.2,CMS,2005,09
8.0,6.0,9.7,CMS,2005,10
12.0,3.4,5.3,CMS,2005,11
0.0,-4.1,-1.6,CMS,2005,12
18.0,-0.6,4.3,CMS,2006,01
16.1,0.1,6.4,CMS,2006,02
1.0,-1.3,2.1,CMS,2006,03
0.0,-0.4,7.0,CMS,2006,04
2.0,0.3,12.6,CMS,2006,05
28.0,11.0,16.2,CMS,2006,06
0.0,9.1,28.5,CMS,2006,07
0.0,9.0,20.4,CMS,2006,08
0.0,6.2,29.9,CMS,2006,09
1.0,4.9,16.7,CMS,2006,10
0.0,-3.4,5.5,CMS,2006,11
2.0,-6.6,0.2,CMS,2006,12
46.9,0.1,1.3,CMS,2007,01
0.0,-4.4,7.6,CMS,2007,02
0.0,-11.5,3.1,CMS,2007,03
3.0,0.1,4.7,CMS,2007,04
0.3,4.0,12.7,CMS,2007,05
0.0,7.2,27.4,CMS,2007,06
0.0,5.1,22.2,CMS,2007,07
0.0,7.7,29.7,CMS,2007,08
0.4,10.2,21.5,CMS,2007,09
4.7,6.5,12.3,CMS,2007,10
0.9,-0.7,7.7,CMS,2007,11
2.8,-8.6,-5.6,CMS,2007,12
0.2,-4.5,-0.1,CMS,2008,01
5.7,-2.5,0.9,CMS,2008,02
2.6,-1.2,4.6,CMS,2008,03
0.0,-6.9,8.0,CMS,2008,04
0.0,0.2,10.0,CMS,2008,05
3.8,9.4,12.6,CMS,2008,06
0.0,12.7,28.0,CMS,2008,07
13.3,9.1,14.8,CMS,2008,08
0.1,5.5,16.9,CMS,2008,09
0.0,8.4,21.2,CMS,2008,10
10.0,7.5,10.3,CMS,2008,11
1.0,3.1,7.2,CMS,2008,12
0.1,-3.7,1.3,CMS,2009,01
14.6,-2.3,0.7,CMS,2009,02
24.0,-0.9,5.1,CMS,2009,03
6.1,-1.6,4.5,CMS,2009,04
0.0,-0.5,21.1,CMS,2009,05
0.0,8.3,27.3,CMS,2009,06
0.0,5.7,26.8,CMS,2009,07
0.0,14.8,30.5,CMS,2009,08
0.1,12.4,22.1,CMS,2009,09
4.4,6.1,10.2,CMS,2009,10
1.8,1.5,9.8,CMS,2009,11
0.0,-2.3,3.0,CMS,2009,12
35.8,-1.6,0.4,CMS,2010,01
1.6,0.7,4.1,CMS,2010,02
0.0,0.7,9.8,CMS,2010,03
11.0,0.1,5.5,CMS,2010,04
0.4,3.8,13.8,CMS,2010,05
2.3,9.7,15.5,CMS,2010,06
1.1,7.5,15.3,CMS,2010,07
0.0,14.3,19.1,CMS,2010,08
1.5,8.3,20.1,CMS,2010,09
0.0,7.5,22.4,CMS,2010,10
47.2,4.6,9.8,CMS,2010,11
0.4,1.4,2.6,CMS,2010,12
0.0,-6.5,-0.7,CMS,2011,01
0.0,-5.4,3.0,CMS,2011,02
4.1,-3.5,1.2,CMS,2011,03
1.4,2.2,7.6,CMS,2011,04
0.0,0.2,16.3,CMS,2011,05
0.3,8.8,17.1,CMS,2011,06
0.8,8.1,13.8,CMS,2011,07
0.2,7.3,25.0,CMS,2011,08
0.0,7.8,15.0,CMS,2011,09
0.4,7.7,11.7,CMS,2011,10
0.0,0.7,6.0,CMS,2011,11
0.0,-1.3,2.3,CMS,2011,12
0.0,-1.0,2.5,CMS,2012,01
5.5,1.5,4.6,CMS,2012,02
0.0,-0.5,7.0,CMS,2012,03
8.5,1.6,8.1,CMS,2012,04
1.0,4.2,10.7,CMS,2012,05
11.6,9.2,14.4,CMS,2012,06
5.0,11.1,16.4,CMS,2012,07
0.0,9.9,23.5,CMS,2012,08
0.0,6.1,20.4,CMS,2012,09
0.1,8.3,16.2,CMS,2012,10
0.0,5.8,11.1,CMS,2012,11
43.6,1.6,5.7,CMS,2012,12
0.0,-6.3,-0.9,CMS,2013,01
0.1,0.1,4.5,CMS,2013,02
55.1,1.6,2.3,CMS,2013,03
0.0,1.5,17.9,CMS,2013,04
0.0,-0.2,15.6,CMS,2013,05
0.7,7.6,14.9,CMS,2013,06
0.0,13.5,33.8,CMS,2013,07
0.4,15.0,22.0,CMS,2013,08
0.0,11.0,27.1,CMS,2013,09
2.0,5.7,10.7,CMS,2013,10
12.9,6.4,9.2,CMS,2013,11
9.2,2.2,8.2,CMS,2013,12
1.1,1.7,4.4,CMS,2014,01
0.0,-6.1,0.3,CMS,2014,02
0.0,-5.0,-0.5,CMS,2014,03
0.0,-2.3,14.2,CMS,2014,04
0.0,6.8,29.0,CMS,2014,05
0.0,6.6,24.0,CMS,2014,06
0.0,9.2,32.7,CMS,2014,07
0.0,11.6,31.8,CMS,2014,08
1.0,10.9,16.0,CMS,2014,09
0.0,5.6,15.3,CMS,2014,10
0.0,1.7,7.7,CMS,2014,11
0.0,-10.2,-3.3,CMS,2014,12
0.0,-7.8,-1.8,CMS,2015,01
9.8,0.2,4.1,CMS,2015,02
0.0,-2.6,6.8,CMS,2015,03
0.0,1.2,10.0,CMS,2015,04
1.0,3.2,13.8,CMS,2015,05
0.0,11.7,24.4,CMS,2015,06
0.0,13.1,33.8,CMS,2015,07
0.0,10.7,30.5,CMS,2015,08
9.0,9.7,13.3,CMS,2015,09
0.0,5.5,22.5,CMS,2015,10
11.0,3.7,6.7,CMS,2015,11
11.0,-1.2,0.9,CMS,2015,12
0.0,-10.9,-5.1,CMS,2016,01
1.0,-0.5,4.0,CMS,2016,02
29.0,0.0,1.7,CMS,2016,03
0.0,1.7,21.7,CMS,2016,04
0.0,3.5,27.6,CMS,2016,05
0.0,9.9,21.5,CMS,2016,06
0.0,11.6,20.0,CMS,2016,07
0.0,9.3,24.9,CMS,2016,08
8.1,10.7,16.1,CMS,2016,09
 0.0,-1.4, 3.8,CLW,2005,01
 4.5,4.8, 7.5,CLW,2005,02
 17.6,2.5, 7.2,CLW,2005,03
 22.1,2.1, 8.5,CLW,2005,04
 0.0,5.1, 21.0,CLW,2005,05
 0.9,11.0, 17.3,CLW,2005,06
 0.2,11.1, 19.1,CLW,2005,07
 1.1,9.7, 25.4,CLW,2005,08
 0.0,12.4, 20.6,CLW,2005,09
 1.2,5.8, 13.5,CLW,2005,10
 10.6,5.1, 7.6,CLW,2005,11
 0.0,-2.7, -0.1,CLW,2005,12
 33.3,3.5, 7.5,CLW,2006,01
 34.3,-0.2, 6.3,CLW,2006,02
 10.0,-0.7, 2.6,CLW,2006,03
 4.4,1.3, 7.8,CLW,2006,04
 1.1,0.9, 15.1,CLW,2006,05
 21.2,11.0, 16.9,CLW,2006,06
 0.0,8.5, 29.5,CLW,2006,07
 0.0,9.6, 18.5,CLW,2006,08
 0.0,5.6, 25.4,CLW,2006,09
 1.7,4.8, 17.4,CLW,2006,10
 0.0,-4.8, 2.1,CLW,2006,11
 3.1,-0.8, 0.2,CLW,2006,12
 63.6,-0.2, 1.5,CLW,2007,01
 1.6,-5.0, -0.3,CLW,2007,02
 0.0,-6.4, 1.6,CLW,2007,03
 2.3,1.0, 7.8,CLW,2007,04
 1.2,5.1, 14.2,CLW,2007,05
 0.0,6.5, 27.1,CLW,2007,06
 0.6,5.2, 20.1,CLW,2007,07
 0.0,7.1, 27.4,CLW,2007,08
 3.5,10.3, 18.4,CLW,2007,09
 15.4,7.4, 11.6,CLW,2007,10
 1.1,-0.6, 6.0,CLW,2007,11
 6.1,-5.0, -2.4,CLW,2007,12
 0.4,-2.0, -0.1,CLW,2008,01
 10.0,-0.5, 1.0,CLW,2008,02
 None,-1.2, 6.3,CLW,2008,03
 0.0,-4.5, 7.1,CLW,2008,04
 0.0,-0.5, 11.4,CLW,2008,05
 0.0,9.2, 15.4,CLW,2008,06
 9.2,10.0, 16.1,CLW,2008,08
 11.1,4.7, 17.4,CLW,2008,09
 0.0,7.0, 18.5,CLW,2008,10
 18.0,7.6, 10.3,CLW,2008,11
 0.6,5.4, 7.9,CLW,2008,12
 23.4,0.4, 5.7,CLW,2009,03
 7.7,-1.0, 3.9,CLW,2009,04
 0.0,-0.8, 23.6,CLW,2009,05
 0.0,6.8, 28.6,CLW,2009,06
 0.0,4.9, 26.0,CLW,2009,07
 0.0,14.1, 32.0,CLW,2009,08
 0.3,12.0, 20.8,CLW,2009,09
 13.9,7.0, 11.1,CLW,2009,10
 0.1,1.9, 8.6,CLW,2009,11
 0.0,-2.7, 4.3,CLW,2009,12
 35.3,0.6, 2.2,CLW,2010,01
 1.1,2.7, 7.1,CLW,2010,02
 0.0,2.9, 10.9,CLW,2010,03
 12.7,-1.4, 5.8,CLW,2010,04
 0.0,3.2, 15.1,CLW,2010,05
 6.5,9.2, 14.3,CLW,2010,06
 1.0,7.7, 13.4,CLW,2010,07
 0.1,14.4, 18.7,CLW,2010,08
 0.9,7.8, 18.3,CLW,2010,09
 0.2,5.1, 18.0,CLW,2010,10
 37.5,4.7, 7.8,CLW,2010,11
 0.2,-0.7, -0.1,CLW,2010,12
 0.0,-8.8, -2.1,CLW,2011,01
 0.1,-5.3, -0.6,CLW,2011,02
 4.6,-0.8, 1.1,CLW,2011,03
 2.2,3.5, 7.8,CLW,2011,04
 0.0,-1.5, 17.5,CLW,2011,05
 1.1,8.3, 17.8,CLW,2011,06
 2.3,18.3, 19.3,CLW,2011,07
 0.1,5.3, 23.3,CLW,2011,08
 0.1,-1.5, 5.5,CLW,2011,11
 0.0,-2.7, 0.2,CLW,2011,12
 0.2,-1.1, 2.4,CLW,2012,01
 9.7,-0.8, 4.1,CLW,2012,02
 0.2,-1.5, 3.9,CLW,2012,03
 10.5,-0.6, 8.7,CLW,2012,04
 6.5,4.3, 9.2,CLW,2012,05
 13.3,8.3, 14.3,CLW,2012,06
 0.0,9.0, 24.4,CLW,2012,08
 0.0,4.5, 20.5,CLW,2012,09
 0.0,6.8, 15.5,CLW,2012,10
 4.1,7.5, 11.4,CLW,2012,11
 59.7,2.1, 4.8,CLW,2012,12
 0.0,-5.2, -0.8,CLW,2013,01
 0.0,-1.6, 4.8,CLW,2013,02
 75.1,1.6, 4.2,CLW,2013,03
 0.0,0.0, 17.7,CLW,2013,04
 0.0,-2.2, 17.2,CLW,2013,05
 0.3,6.9, 13.0,CLW,2013,06
 0.0,11.9, 27.0,CLW,2013,07
 8.4,15.5, 24.5,CLW,2013,08
 0.0,9.6, 21.9,CLW,2013,09
 4.2,6.0, 10.0,CLW,2013,10
 14.5,6.4, 8.8,CLW,2013,11
 22.9,1.8, 6.2,CLW,2013,12
 3.0,0.1, 4.8,CLW,2014,01
 0.0,-3.8, 0.3,CLW,2014,02
 0.0,-0.4, 4.4,CLW,2014,03
 0.0,-2.1, 15.2,CLW,2014,04
 0.0,6.1, 25.6,CLW,2014,05
 0.0,6.0, 23.5,CLW,2014,06
 0.0,8.5, 25.7,CLW,2014,07
 0.0,10.6, 28.3,CLW,2014,08
 0.4,10.1, 16.3,CLW,2014,09
 0.0,5.5, 14.8,CLW,2014,10
 0.0,0.8, 7.4,CLW,2014,11
 0.0,-6.8, -1.4,CLW,2014,12
 0.0,-6.0, -0.7,CLW,2015,01
 17.6,2.9, 5.4,CLW,2015,02
 0.0,-2.7, 6.6,CLW,2015,03
 0.0,1.8, 10.5,CLW,2015,04
 1.0,3.7, 17.8,CLW,2015,05
 1.0,11.8, 25.6,CLW,2015,06
 0.0,13.2, 32.2,CLW,2015,07
 0.0,10.2, 30.8,CLW,2015,08
 5.0,10.9, 14.0,CLW,2015,09
 0.0,4.6, 17.0,CLW,2015,10
 15.0,5.4, 7.7,CLW,2015,11
 36.0,-0.4, 1.5,CLW,2015,12
 0.0,-8.1, -3.5,CLW,2016,01
 0.0,-1.0, 3.9,CLW,2016,02
 44.0,3.6, 5.4,CLW,2016,03
 0.0,2.1, 19.1,CLW,2016,04
 0.0,3.7, 24.0,CLW,2016,05
 0.0,10.3, 21.4,CLW,2016,06
 0.0,11.7, 17.5,CLW,2016,07
 0.0,9.9, 25.1,CLW,2016,08
 13.0,11.4, 14.5,CLW,2016,09
 9.2,6.6, 11.5,CLW,2016,10
 15.0,5.7, 8.5,CLW,2016,11
 2.0,2.4, 4.7,CLW,2016,12
 0.0,-4.1, -0.7,CLW,2017,01
 0.0,-6.3, 4.7,CLW,2017,02
 4.9,-0.4, 2.4,CLW,2017,03
 23.5,2.6, 10.4,CLW,2017,04
 1.6,2.3, 12.1,CLW,2017,05
 8.0,9.9, 13.6,CLW,2017,06
 0.0,10.4, 25.6,CLW,2017,07
 0.0,10.7, 26.2,CLW,2017,08
 0.0,10.1, 25.6,CLW,2017,09
 0.0,5.3, 13.1,CLW,2017,10
 3.4,2.1, 10.3,CLW,2017,11
 21.0,2.2, 4.8,CLW,2017,12
 0.0,-4.3, -0.4,CLW,2018,01
 5.0,-0.2, 4.6,CLW,2018,02
 11.0,-2.2, 3.2,CLW,2018,03
 0.0,-0.6, 8.2,CLW,2018,04
 0.0,5.0, 18.9,CLW,2018,05
 0.3,6.6, 17.3,CLW,2018,06
 0.0,11.3, 18.8,CLW,2018,07
 0.0,13.1, 24.5,CLW,2018,08
 0.0,9.2, 22.2,CLW,2018,09
 19.0,10.5, 14.5,CLW,2018,10
 0.0,-1.0, 3.7,CLW,2018,12
 0.0,-0.8, 0.9,CLW,2019,01
 27.0,2.4, 4.5,CLW,2019,02
 0.0,-5.1, 4.6,CLW,2019,03
 0.0,-0.9, 20.1,CLW,2019,04
 0.0,3.2, 19.0,CLW,2019,05
 0.0,8.6, 26.5,CLW,2019,07
 24.0,12.7, 17.5,CLW,2019,08
 0.0,13.6, 19.6,CLW,2019,09
 0.0,-2.7, 5.6,CLW,2019,11
 0.0,-6.6, 0.0,CLW,2019,12
 18.0,1.9, 7.7,CLW,2020,01
 17.0,-1.2, 6.8,CLW,2020,02
 0.0,-2.7, 4.5,CLW,2020,03
 0.0,-1.6, 8.6,CLW,2020,04
 0.0,4.7, 17.2,CLW,2020,05
 0.0,7.6, 18.2,CLW,2020,06
 9.7,11.1, 13.9,CLW,2020,07
 0.0,11.4, 26.4,CLW,2020,08
 0.0,13.3, 22.3,CLW,2020,09
 0.0,9.1, 17.8,CLW,2020,10
 0.0,-0.7, 7.1,CLW,2020,11
 0.0,-1.5, 0.3,CLW,2020,12
 40.0,3.0, 3.9,CLW,2021,01
 23.0,2.0, 4.4,CLW,2021,02
 9.0,2.2, 7.6,CLW,2021,03
 0.0,2.9, 13.1,CLW,2021,04
 0.0,3.7, 15.2,CLW,2021,05
 0.0,7.4, 27.2,CLW,2021,06
 0.0,16.4, 21.2,CLW,2021,07
 0.0,17.1, 19.4,CLW,2021,08
 0.0,6.0, 19.3,CLW,2021,09
 1.8,6.7, 12.5,CLW,2021,10
 14.0,-1.7, 5.7,CLW,2021,11
 83.8,6.0, 7.6,CLW,2021,12
 11.2,-9.2, -3.4,CLW,2022,01
 0.2,-3.5, 0.1,CLW,2022,02
 7.1,1.1, 6.2,CLW,2022,03
 3.1,2.8, 7.7,CLW,2022,04
 0.4,1.1, 15.2,CLW,2022,05
 0.0,6.3, 20.2,CLW,2022,06
 0.7,9.0, 26.2,CLW,2022,07
 0.2,13.6, 29.7,CLW,2022,08
 0.0,12.8, 26.7,CLW,2022,09
 0.0,7.1, 21.3,CLW,2022,10
 0.0,-0.1, 5.7,CLW,2022,11
 0.1,-8.2, -3.7,CLW,2022,12
 0.0,-1.2, 2.0,CLW,2023,01
 2.1,-1.3, 2.5,CLW,2023,03
 0.4,1.5, 6.2,CLW,2023,04
 0.2,8.0, 18.9,CLW,2023,05
 0.0,9.2, 22.9,CLW,2023,06
 0.0,10.3, 26.5,CLW,2023,07
 0.0,9.3, 26.8,CLW,2023,08
 0.3,9.9, 24.0,CLW,2023,09
 0.0,2.0, 14.0,CLW,2023,10
 6.3,-0.8, 8.3,CLW,2023,11
 10.4,-0.3, 2.5,CLW,2023,12
 2.0,-6.5, -2.7,SGL,2005,01
 0.3,1.0, 4.3,SGL,2005,02
 0.0,-5.2, 9.1,SGL,2005,03
 0.5,-0.6, 6.7,SGL,2005,04
 0.0,-0.5, 16.4,SGL,2005,05
 4.9,11.2, 16.0,SGL,2005,06
 0.0,13.4, 27.7,SGL,2005,07
 0.0,14.0, 30.0,SGL,2005,08
 0.0,10.0, 20.7,SGL,2005,09
 0.6,9.5, 14.2,SGL,2005,10
 0.7,4.4, 6.8,SGL,2005,11
 0.7,-3.8, -1.1,SGL,2005,12
 0.7,1.2, 2.8,SGL,2006,01
 3.4,0.3, 2.7,SGL,2006,02
 11.9,0.6, 3.5,SGL,2006,03
 3.3,2.8, 11.2,SGL,2006,04
 0.6,2.7, 14.9,SGL,2006,05
 0.0,8.5, 24.7,SGL,2006,06
 0.0,15.9, 30.6,SGL,2006,07
 1.9,10.3, 21.4,SGL,2006,08
 0.0,7.6, 19.2,SGL,2006,09
 0.0,7.7, 22.1,SGL,2006,10
 0.0,-5.0, 2.1,SGL,2006,11
 2.4,-10.0, -5.4,SGL,2006,12
 0.0,-5.1, -1.1,SGL,2007,01
 0.0,-4.3, -1.3,SGL,2007,02
 2.3,-3.0, 1.9,SGL,2007,03
 0.0,0.1, 13.7,SGL,2007,04
 0.0,0.9, 16.7,SGL,2007,05
 0.0,10.1, 29.6,SGL,2007,06
 0.0,9.4, 18.8,SGL,2007,07
 0.0,11.3, 25.3,SGL,2007,08
 0.0,13.6, 26.0,SGL,2007,09
 0.0,6.6, 9.1,SGL,2007,10
 0.2,0.5, 7.2,SGL,2007,11
 2.8,-9.1, -4.5,SGL,2007,12
 0.0,-7.4, 0.6,SGL,2008,01
 1.4,-5.8, -1.3,SGL,2008,02
 None,-0.1, 6.7,SGL,2008,03
 0.0,-5.1, 2.5,SGL,2008,04
 0.0,0.9, 10.6,SGL,2008,05
 0.0,8.3, 27.0,SGL,2008,06
 9.2,17.8, 35.0,SGL,2008,07
 0.0,8.2, 21.3,SGL,2008,08
 0.0,6.7, 17.0,SGL,2008,09
 0.0,7.2, 22.5,SGL,2008,10
