Region,Municipality,Year,Total
3004,Creston,2007,"  4,965"
3004,Creston,2008,"  5,161"
3004,Creston,2009,"  5,225"
3004,Creston,2010,"  5,401"
3004,Creston,2011,"  5,341"
3004,Creston,2012,"  5,323"
3004,Creston,2013,"  5,273"
3004,Creston,2014,"  5,341"
3004,Creston,2015,"  5,400"
3004,Creston,2016,"  5,503"
3004,Creston,2017,"  5,548"
3004,Creston,2018,"  5,558"
3004,Creston,2019,"  5,554"
3004,Creston,2020,"  5,591"
3004,Creston,2021,"  5,580"
3004,Creston,2022,"  5,691"
3011,Salmo,2005,"  1,048"
3011,Salmo,2006,"  1,042"
3011,Salmo,2007,"  1,097"
3011,Salmo,2008,"  1,122"
3011,Salmo,2009,"  1,084"
3011,Salmo,2010,"  1,107"
3011,Salmo,2011,"  1,170"
3011,Salmo,2012,"  1,169"
3011,Salmo,2013,"  1,155"
3011,Salmo,2014,"  1,242"
3011,Salmo,2015,"  1,163"
3011,Salmo,2016,"  1,181"
3011,Salmo,2017,"  1,248"
3011,Salmo,2018,"  1,249"
3011,Salmo,2019,"  1,325"
3011,Salmo,2020,"  1,383"
3011,Salmo,2021,"  1,379"
3011,Salmo,2022,"  1,395"
3015,Nelson,2005,"  9,518"
3015,Nelson,2006,"  9,540"
3015,Nelson,2007,"  9,734"
3015,Nelson,2008,"  9,992"
3015,Nelson,2009," 10,212"
3015,Nelson,2010," 10,393"
3015,Nelson,2011," 10,432"
3015,Nelson,2012," 10,410"
3015,Nelson,2013," 10,563"
3015,Nelson,2014," 10,594"
3015,Nelson,2015," 10,865"
3015,Nelson,2016," 11,033"
3015,Nelson,2017," 11,134"
3015,Nelson,2018," 11,341"
3015,Nelson,2019," 11,536"
3015,Nelson,2020," 11,579"
3015,Nelson,2021," 11,601"
3015,Nelson,2022," 11,465"
3019,Slocan,2005,    325
3019,Slocan,2006,    321
3019,Slocan,2007,    329
3019,Slocan,2008,    300
3019,Slocan,2009,    304
3019,Slocan,2010,    306
3019,Slocan,2011,    306
3019,Slocan,2012,    294
3019,Slocan,2013,    300
3019,Slocan,2014,    298
3019,Slocan,2015,    288
3019,Slocan,2016,    297
3019,Slocan,2017,    299
3019,Slocan,2018,    291
3019,Slocan,2019,    310
3019,Slocan,2020,    323
3019,Slocan,2021,    312
3019,Slocan,2022,    313
3023,Kaslo,2005,"  1,085"
3023,Kaslo,2006,"  1,090"
3023,Kaslo,2007,"  1,087"
3023,Kaslo,2008,"  1,096"
3023,Kaslo,2009,"  1,122"
3023,Kaslo,2010,"  1,068"
3023,Kaslo,2011,"  1,049"
3023,Kaslo,2012,"  1,025"
3023,Kaslo,2013,"  1,016"
3023,Kaslo,2014,"  1,014"
3023,Kaslo,2015,"  1,000"
3023,Kaslo,2016,"  1,001"
3023,Kaslo,2017,"  1,009"
3023,Kaslo,2018,"  1,012"
3023,Kaslo,2019,"  1,030"
3023,Kaslo,2020,"  1,024"
3023,Kaslo,2021,"  1,032"
3023,Kaslo,2022,"  1,035"
3027,Silverton,2005,    193
3027,Silverton,2006,    194
3027,Silverton,2007,    187
3027,Silverton,2008,    195
3027,Silverton,2009,    197
3027,Silverton,2010,    193
3027,Silverton,2011,    199
3027,Silverton,2012,    194
3027,Silverton,2013,    197
3027,Silverton,2014,    189
3027,Silverton,2015,    194
3027,Silverton,2016,    198
3027,Silverton,2017,    197
3027,Silverton,2018,    210
3027,Silverton,2019,    205
3027,Silverton,2020,    199
3027,Silverton,2021,    211
3027,Silverton,2022,    211
3032,New Denver,2005,    523
3032,New Denver,2006,    523
3032,New Denver,2007,    519
3032,New Denver,2008,    525
3032,New Denver,2009,    501
3032,New Denver,2010,    509
3032,New Denver,2011,    495
3032,New Denver,2012,    498
3032,New Denver,2013,    488
3032,New Denver,2014,    492
3032,New Denver,2015,    478
3032,New Denver,2016,    470
3032,New Denver,2017,    480
3032,New Denver,2018,    492
3032,New Denver,2019,    495
3032,New Denver,2020,    510
3032,New Denver,2021,    496
3032,New Denver,2022,    513
3045,Castlegar,2005,"  7,490"
3045,Castlegar,2006,"  7,466"
3045,Castlegar,2007,"  7,576"
3045,Castlegar,2008,"  7,619"
3045,Castlegar,2009,"  7,789"
3045,Castlegar,2010,"  7,835"
3045,Castlegar,2011,"  7,963"
3045,Castlegar,2012,"  7,899"
3045,Castlegar,2013,"  7,891"
3045,Castlegar,2014,"  8,045"
3045,Castlegar,2015,"  8,233"
3045,Castlegar,2016,"  8,362"
3045,Castlegar,2017,"  8,392"
3045,Castlegar,2018,"  8,492"
3045,Castlegar,2019,"  8,584"
3045,Castlegar,2020,"  8,577"
3045,Castlegar,2021,"  8,626"
3045,Castlegar,2022,"  8,751"
3050,Nakusp,2005,"  1,600"
3050,Nakusp,2006,"  1,564"
3050,Nakusp,2007,"  1,566"
3050,Nakusp,2008,"  1,583"
3050,Nakusp,2009,"  1,592"
3050,Nakusp,2010,"  1,593"
3050,Nakusp,2011,"  1,586"
3050,Nakusp,2012,"  1,578"
3050,Nakusp,2013,"  1,580"
3050,Nakusp,2014,"  1,591"
3050,Nakusp,2015,"  1,622"
3050,Nakusp,2016,"  1,646"
3050,Nakusp,2017,"  1,715"
3050,Nakusp,2018,"  1,716"
3050,Nakusp,2019,"  1,738"
3050,Nakusp,2020,"  1,679"
3050,Nakusp,2021,"  1,678"
3050,Nakusp,2022,"  1,703"
31006,Squamish,2005," 15,201"
31006,Squamish,2006," 15,392"
31006,Squamish,2007," 16,418"
31006,Squamish,2008," 16,696"
31006,Squamish,2009," 17,027"
31006,Squamish,2010," 17,239"
31006,Squamish,2011," 17,643"
31006,Squamish,2012," 18,345"
31006,Squamish,2013," 18,888"
31006,Squamish,2014," 19,374"
31006,Squamish,2015," 19,777"
31006,Squamish,2016," 20,793"
31006,Squamish,2017," 21,193"
31006,Squamish,2018," 21,263"
31006,Squamish,2019," 21,336"
31006,Squamish,2020," 21,902"
31006,Squamish,2021," 22,865"
31006,Squamish,2022," 23,645"
31012,Pemberton,2005,"  2,234"
31012,Pemberton,2006,"  2,366"
31012,Pemberton,2007,"  2,420"
31012,Pemberton,2008,"  2,466"
31012,Pemberton,2009,"  2,527"
31012,Pemberton,2010,"  2,509"
31012,Pemberton,2011,"  2,500"
31012,Pemberton,2012,"  2,529"
31012,Pemberton,2013,"  2,580"
31012,Pemberton,2014,"  2,645"
31012,Pemberton,2015,"  2,640"
31012,Pemberton,2016,"  2,753"
31012,Pemberton,2017,"  2,879"
31012,Pemberton,2018,"  2,963"
31012,Pemberton,2019,"  3,062"
31012,Pemberton,2020,"  3,120"
31012,Pemberton,2021,"  3,298"
31012,Pemberton,2022,"  3,454"
31020,Whistler,2005,"  9,472"
31020,Whistler,2006,"  9,723"
31020,Whistler,2007,"  9,177"
31020,Whistler,2008,"  9,612"
31020,Whistler,2009," 10,165"
31020,Whistler,2010," 10,298"
31020,Whistler,2011," 10,235"
31020,Whistler,2012," 10,509"
31020,Whistler,2013," 10,886"
31020,Whistler,2014," 11,502"
31020,Whistler,2015," 11,949"
31020,Whistler,2016," 12,728"
31020,Whistler,2017," 13,154"
31020,Whistler,2018," 13,525"
31020,Whistler,2019," 14,131"
31020,Whistler,2020," 14,359"
31020,Whistler,2021," 13,326"
31020,Whistler,2022," 13,546"
31026,Lillooet,2005,"  2,447"
31026,Lillooet,2006,"  2,336"
31026,Lillooet,2007,"  2,400"
31026,Lillooet,2008,"  2,473"
31026,Lillooet,2009,"  2,408"
31026,Lillooet,2010,"  2,382"
31026,Lillooet,2011,"  2,337"
31026,Lillooet,2012,"  2,339"
31026,Lillooet,2013,"  2,340"
31026,Lillooet,2014,"  2,341"
31026,Lillooet,2015,"  2,331"
31026,Lillooet,2016,"  2,376"
31026,Lillooet,2017,"  2,371"
31026,Lillooet,2018,"  2,306"
31026,Lillooet,2019,"  2,235"
31026,Lillooet,2020,"  2,217"
31026,Lillooet,2021,"  2,136"
31026,Lillooet,2022,"  2,175"
31999,Unincorporated Areas - Squamish-Lillooet,2005,"  6,490"
31999,Unincorporated Areas - Squamish-Lillooet,2006,"  6,653"
31999,Unincorporated Areas - Squamish-Lillooet,2007,"  6,739"
31999,Unincorporated Areas - Squamish-Lillooet,2008,"  6,811"
31999,Unincorporated Areas - Squamish-Lillooet,2009,"  6,854"
31999,Unincorporated Areas - Squamish-Lillooet,2010,"  6,725"
31999,Unincorporated Areas - Squamish-Lillooet,2011,"  6,670"
31999,Unincorporated Areas - Squamish-Lillooet,2012,"  6,762"
31999,Unincorporated Areas - Squamish-Lillooet,2013,"  6,668"
31999,Unincorporated Areas - Squamish-Lillooet,2014,"  6,779"
31999,Unincorporated Areas - Squamish-Lillooet,2015,"  6,670"
31999,Unincorporated Areas - Squamish-Lillooet,2016,"  6,880"
31999,Unincorporated Areas - Squamish-Lillooet,2017,"  7,075"
31999,Unincorporated Areas - Squamish-Lillooet,2018,"  7,170"
31999,Unincorporated Areas - Squamish-Lillooet,2019,"  7,075"
31999,Unincorporated Areas - Squamish-Lillooet,2020,"  7,039"
31999,Unincorporated Areas - Squamish-Lillooet,2021,"  7,114"
31999,Unincorporated Areas - Squamish-Lillooet,2022,"  6,927"
33006,Merritt,2005,"  7,163"
33006,Merritt,2006,"  7,184"
33006,Merritt,2007,"  7,281"
33006,Merritt,2008,"  7,355"
33006,Merritt,2009,"  7,373"
33006,Merritt,2010,"  7,344"
33006,Merritt,2011,"  7,230"
33006,Merritt,2012,"  7,197"
33006,Merritt,2013,"  7,385"
33006,Merritt,2014,"  7,362"
33006,Merritt,2015,"  7,374"
33006,Merritt,2016,"  7,376"
33006,Merritt,2017,"  7,440"
33006,Merritt,2018,"  7,573"
33006,Merritt,2019,"  7,719"
33006,Merritt,2020,"  7,658"
33006,Merritt,2021,"  7,651"
33006,Merritt,2022,"  7,599"
33015,Lytton,2005,    248
33015,Lytton,2006,    247
33015,Lytton,2007,    243
33015,Lytton,2008,    244
33015,Lytton,2009,    241
33015,Lytton,2010,    234
33015,Lytton,2011,    221
33015,Lytton,2012,    232
33015,Lytton,2013,    228
33015,Lytton,2014,    244
33015,Lytton,2015,    242
33015,Lytton,2016,    250
33015,Lytton,2017,    256
33015,Lytton,2018,    259
33015,Lytton,2019,    273
33015,Lytton,2020,    266
33015,Lytton,2021,    272
33015,Lytton,2022,    280
33019,Ashcroft,2005,"  1,710"
33019,Ashcroft,2006,"  1,682"
33019,Ashcroft,2007,"  1,664"
33019,Ashcroft,2008,"  1,700"
33019,Ashcroft,2009,"  1,706"
33019,Ashcroft,2010,"  1,631"
33019,Ashcroft,2011,"  1,633"
33019,Ashcroft,2012,"  1,576"
33019,Ashcroft,2013,"  1,659"
33019,Ashcroft,2014,"  1,621"
33019,Ashcroft,2015,"  1,529"
33019,Ashcroft,2016,"  1,615"
33019,Ashcroft,2017,"  1,681"
33019,Ashcroft,2018,"  1,601"
33019,Ashcroft,2019,"  1,595"
33019,Ashcroft,2020,"  1,636"
33019,Ashcroft,2021,"  1,651"
33019,Ashcroft,2022,"  1,704"
33024,Cache Creek,2005,"  1,054"
33024,Cache Creek,2006,"  1,061"
33024,Cache Creek,2007,"  1,065"
33024,Cache Creek,2008,"  1,081"
33024,Cache Creek,2009,"  1,079"
33024,Cache Creek,2010,"  1,058"
33024,Cache Creek,2011,"  1,035"
33024,Cache Creek,2012,"  1,034"
33024,Cache Creek,2013,"  1,021"
33024,Cache Creek,2014,"  1,006"
33024,Cache Creek,2015,    990
33024,Cache Creek,2016,    994
33024,Cache Creek,2017,"  1,007"
33024,Cache Creek,2018,"  1,026"
33024,Cache Creek,2019,"  1,053"
33024,Cache Creek,2020,"  1,069"
33024,Cache Creek,2021,"  1,059"
33024,Cache Creek,2022,"  1,065"
33028,Clinton,2005,    618
33028,Clinton,2006,    605
33028,Clinton,2007,    647
33028,Clinton,2008,    639
33028,Clinton,2009,    634
33028,Clinton,2010,    655
33028,Clinton,2011,    641
33028,Clinton,2012,    620
33028,Clinton,2013,    597
33028,Clinton,2014,    613
33028,Clinton,2015,    645
33028,Clinton,2016,    654
33028,Clinton,2017,    622
33028,Clinton,2018,    649
33028,Clinton,2019,    643
33028,Clinton,2020,    609
33028,Clinton,2021,    596
33028,Clinton,2022,    611
33035,Logan Lake,2005,"  2,205"
33035,Logan Lake,2006,"  2,204"
33035,Logan Lake,2007,"  2,175"
33035,Logan Lake,2008,"  2,185"
33035,Logan Lake,2009,"  2,128"
33035,Logan Lake,2010,"  2,091"
33035,Logan Lake,2011,"  2,079"
33035,Logan Lake,2012,"  2,020"
33035,Logan Lake,2013,"  1,944"
33035,Logan Lake,2014,"  1,986"
33035,Logan Lake,2015,"  2,050"
33035,Logan Lake,2016,"  2,039"
33035,Logan Lake,2017,"  2,095"
33035,Logan Lake,2018,"  2,161"
33035,Logan Lake,2019,"  2,144"
33035,Logan Lake,2020,"  2,247"
33035,Logan Lake,2021,"  2,266"
33035,Logan Lake,2022,"  2,292"
33042,Kamloops,2005," 81,997"
33042,Kamloops,2006," 82,873"
33042,Kamloops,2007," 84,559"
33042,Kamloops,2008," 85,949"
33042,Kamloops,2009," 86,920"
33042,Kamloops,2010," 87,312"
33042,Kamloops,2011," 87,581"
33042,Kamloops,2012," 88,516"
33042,Kamloops,2013," 89,702"
33042,Kamloops,2014," 90,810"
33042,Kamloops,2015," 92,202"
33042,Kamloops,2016," 94,279"
33042,Kamloops,2017," 96,017"
33042,Kamloops,2018," 98,665"
33042,Kamloops,2019," 99,997"
33042,Kamloops,2020,"100,976"
33042,Kamloops,2021,"101,350"
33042,Kamloops,2022,"103,142"
33045,Sun Peaks Mountain,2005,    426
33045,Sun Peaks Mountain,2006,    436
33045,Sun Peaks Mountain,2007,    422
33045,Sun Peaks Mountain,2008,    428
33045,Sun Peaks Mountain,2009,    418
33045,Sun Peaks Mountain,2010,    397
33045,Sun Peaks Mountain,2011,    375
33045,Sun Peaks Mountain,2012,    448
33045,Sun Peaks Mountain,2013,    497
33045,Sun Peaks Mountain,2014,    591
33045,Sun Peaks Mountain,2015,    612
33045,Sun Peaks Mountain,2016,    661
33045,Sun Peaks Mountain,2017,    712
33045,Sun Peaks Mountain,2018,    815
33045,Sun Peaks Mountain,2019,    923
33045,Sun Peaks Mountain,2020,    973
33045,Sun Peaks Mountain,2021,    983
33045,Sun Peaks Mountain,2022,    971
33054,Chase,2005,"  2,458"
33054,Chase,2006,"  2,449"
33054,Chase,2007,"  2,483"
33054,Chase,2008,"  2,510"
33054,Chase,2009,"  2,545"
33054,Chase,2010,"  2,528"
33054,Chase,2011,"  2,503"
33054,Chase,2012,"  2,470"
33054,Chase,2013,"  2,421"
33054,Chase,2014,"  2,387"
33054,Chase,2015,"  2,341"
33054,Chase,2016,"  2,346"
33054,Chase,2017,"  2,384"
33054,Chase,2018,"  2,440"
33054,Chase,2019,"  2,465"
33054,Chase,2020,"  2,499"
33054,Chase,2021,"  2,491"
33054,Chase,2022,"  2,528"
33067,Clearwater,2005,"  2,320"
33067,Clearwater,2006,"  2,276"
33067,Clearwater,2007,"  2,321"
33067,Clearwater,2008,"  2,358"
33067,Clearwater,2009,"  2,372"
33067,Clearwater,2010,"  2,376"
33067,Clearwater,2011,"  2,351"
33067,Clearwater,2012,"  2,355"
33067,Clearwater,2013,"  2,357"
33067,Clearwater,2014,"  2,357"
33067,Clearwater,2015,"  2,369"
33067,Clearwater,2016,"  2,414"
33067,Clearwater,2017,"  2,460"
33067,Clearwater,2018,"  2,456"
33067,Clearwater,2019,"  2,480"
33067,Clearwater,2020,"  2,551"
33067,Clearwater,2021,"  2,625"
33067,Clearwater,2022,"  2,660"
33074,Barriere,2005,"  1,483"
33074,Barriere,2006,"  1,465"
33074,Barriere,2007,"  1,537"
33074,Barriere,2008,"  1,629"
33074,Barriere,2009,"  1,696"
33074,Barriere,2010,"  1,746"
33074,Barriere,2011,"  1,777"
33074,Barriere,2012,"  1,766"
33074,Barriere,2013,"  1,776"
33074,Barriere,2014,"  1,752"
33074,Barriere,2015,"  1,750"
33074,Barriere,2016,"  1,766"
33074,Barriere,2017,"  1,789"
33074,Barriere,2018,"  1,850"
33074,Barriere,2019,"  1,865"
33074,Barriere,2020,"  1,872"
33074,Barriere,2021,"  1,879"
33074,Barriere,2022,"  1,908"
33999,Unincorporated Areas - Thompson-Nicola,2005," 23,177"
33999,Unincorporated Areas - Thompson-Nicola,2006," 23,312"
33999,Unincorporated Areas - Thompson-Nicola,2007," 23,528"
33999,Unincorporated Areas - Thompson-Nicola,2008," 23,812"
33999,Unincorporated Areas - Thompson-Nicola,2009," 23,573"
33999,Unincorporated Areas - Thompson-Nicola,2010," 23,575"
33999,Unincorporated Areas - Thompson-Nicola,2011," 23,499"
33999,Unincorporated Areas - Thompson-Nicola,2012," 23,396"
33999,Unincorporated Areas - Thompson-Nicola,2013," 23,431"
33999,Unincorporated Areas - Thompson-Nicola,2014," 23,555"
33999,Unincorporated Areas - Thompson-Nicola,2015," 23,577"
33999,Unincorporated Areas - Thompson-Nicola,2016," 23,742"
33999,Unincorporated Areas - Thompson-Nicola,2017," 24,166"
33999,Unincorporated Areas - Thompson-Nicola,2018," 24,725"
33999,Unincorporated Areas - Thompson-Nicola,2019," 24,920"
33999,Unincorporated Areas - Thompson-Nicola,2020," 24,945"
33999,Unincorporated Areas - Thompson-Nicola,2021," 25,097"
33999,Unincorporated Areas - Thompson-Nicola,2022," 25,605"
35010,Kelowna,2005,"108,060"
35010,Kelowna,2006,"110,363"
35010,Kelowna,2007,"112,906"
35010,Kelowna,2008,"115,162"
35010,Kelowna,2009,"116,921"
35010,Kelowna,2010,"118,759"
35010,Kelowna,2011,"119,953"
35010,Kelowna,2012,"121,708"
35010,Kelowna,2013,"123,611"
35010,Kelowna,2014,"126,355"
35010,Kelowna,2015,"129,682"
35010,Kelowna,2016,"133,585"
35010,Kelowna,2017,"136,198"
35010,Kelowna,2018,"139,733"
35010,Kelowna,2019,"143,164"
35010,Kelowna,2020,"146,411"
35010,Kelowna,2021,"149,842"
35010,Kelowna,2022,"153,376"
35016,Lake Country,2005,"  9,787"
35016,Lake Country,2006,"  9,895"
35016,Lake Country,2007," 10,157"
35016,Lake Country,2008," 10,758"
35016,Lake Country,2009," 11,150"
35016,Lake Country,2010," 11,566"
35016,Lake Country,2011," 11,963"
35016,Lake Country,2012," 12,236"
35016,Lake Country,2013," 12,329"
35016,Lake Country,2014," 12,746"
35016,Lake Country,2015," 13,079"
35016,Lake Country,2016," 13,575"
35016,Lake Country,2017," 14,225"
35016,Lake Country,2018," 14,877"
35016,Lake Country,2019," 15,340"
35016,Lake Country,2020," 15,824"
35016,Lake Country,2021," 16,408"
35016,Lake Country,2022," 17,370"
35018,Peachland,2005,"  4,926"
35018,Peachland,2006,"  4,974"
35018,Peachland,2007,"  5,136"
35018,Peachland,2008,"  5,105"
35018,Peachland,2009,"  5,137"
35018,Peachland,2010,"  5,156"
35018,Peachland,2011,"  5,282"
35018,Peachland,2012,"  5,183"
35018,Peachland,2013,"  5,246"
35018,Peachland,2014,"  5,322"
35018,Peachland,2015,"  5,523"
35018,Peachland,2016,"  5,611"
35018,Peachland,2017,"  5,609"
35018,Peachland,2018,"  5,679"
35018,Peachland,2019,"  5,721"
35018,Peachland,2020,"  5,881"
35018,Peachland,2021,"  5,986"
35018,Peachland,2022,"  6,150"
35029,West Kelowna,2005," 27,346"
35029,West Kelowna,2006," 28,001"
35029,West Kelowna,2007," 28,692"
35029,West Kelowna,2008," 29,690"
35029,West Kelowna,2009," 30,559"
35029,West Kelowna,2010," 31,192"
35029,West Kelowna,2011," 31,469"
35029,West Kelowna,2012," 31,767"
35029,West Kelowna,2013," 32,335"
35029,West Kelowna,2014," 32,766"
35029,West Kelowna,2015," 33,396"
35029,West Kelowna,2016," 34,100"
35029,West Kelowna,2017," 34,754"
35029,West Kelowna,2018," 35,463"
35029,West Kelowna,2019," 35,979"
35029,West Kelowna,2020," 36,794"
35029,West Kelowna,2021," 37,614"
35029,West Kelowna,2022," 38,747"
35999,Unincorporated Areas - Central Okanagan,2005," 13,740"
35999,Unincorporated Areas - Central Okanagan,2006," 13,879"
35999,Unincorporated Areas - Central Okanagan,2007," 14,121"
35999,Unincorporated Areas - Central Okanagan,2008," 14,477"
35999,Unincorporated Areas - Central Okanagan,2009," 14,612"
35999,Unincorporated Areas - Central Okanagan,2010," 14,818"
35999,Unincorporated Areas - Central Okanagan,2011," 14,940"
35999,Unincorporated Areas - Central Okanagan,2012," 15,234"
35999,Unincorporated Areas - Central Okanagan,2013," 15,602"
35999,Unincorporated Areas - Central Okanagan,2014," 16,066"
35999,Unincorporated Areas - Central Okanagan,2015," 16,623"
35999,Unincorporated Areas - Central Okanagan,2016," 17,127"
35999,Unincorporated Areas - Central Okanagan,2017," 17,690"
35999,Unincorporated Areas - Central Okanagan,2018," 18,079"
35999,Unincorporated Areas - Central Okanagan,2019," 18,398"
35999,Unincorporated Areas - Central Okanagan,2020," 18,621"
35999,Unincorporated Areas - Central Okanagan,2021," 19,155"
35999,Unincorporated Areas - Central Okanagan,2022," 19,829"
37005,Lumby,2005,"  1,680"
37005,Lumby,2006,"  1,681"
37005,Lumby,2007,"  1,712"
37005,Lumby,2008,"  1,746"
37005,Lumby,2009,"  1,736"
37005,Lumby,2010,"  1,756"
37005,Lumby,2011,"  1,762"
37005,Lumby,2012,"  1,792"
37005,Lumby,2013,"  1,802"
37005,Lumby,2014,"  1,837"
37005,Lumby,2015,"  1,872"
37005,Lumby,2016,"  1,908"
37005,Lumby,2017,"  1,929"
37005,Lumby,2018,"  1,948"
37005,Lumby,2019,"  1,972"
37005,Lumby,2020,"  2,020"
37005,Lumby,2021,"  2,044"
37005,Lumby,2022,"  2,074"
37010,Coldstream,2005,"  9,726"
37010,Coldstream,2006,"  9,695"
37010,Coldstream,2007,"  9,892"
37010,Coldstream,2008," 10,110"
37010,Coldstream,2009," 10,184"
37010,Coldstream,2010," 10,392"
37010,Coldstream,2011," 10,470"
37010,Coldstream,2012," 10,641"
37010,Coldstream,2013," 10,631"
37010,Coldstream,2014," 10,762"
37010,Coldstream,2015," 10,905"
37010,Coldstream,2016," 11,053"
37010,Coldstream,2017," 11,285"
37010,Coldstream,2018," 11,346"
37010,Coldstream,2019," 11,474"
37010,Coldstream,2020," 11,628"
37010,Coldstream,2021," 11,823"
37010,Coldstream,2022," 11,882"
37014,Vernon,2005," 36,735"
37014,Vernon,2006," 36,972"
37014,Vernon,2007," 37,459"
37014,Vernon,2008," 38,151"
37014,Vernon,2009," 38,555"
37014,Vernon,2010," 38,795"
37014,Vernon,2011," 38,821"
37014,Vernon,2012," 39,260"
37014,Vernon,2013," 39,470"
37014,Vernon,2014," 40,208"
37014,Vernon,2015," 40,825"
37014,Vernon,2016," 41,631"
37014,Vernon,2017," 42,148"
37014,Vernon,2018," 42,597"
37014,Vernon,2019," 43,368"
37014,Vernon,2020," 44,192"
37014,Vernon,2021," 44,744"
37014,Vernon,2022," 45,552"
37024,Spallumcheen,2005,"  5,151"
37024,Spallumcheen,2006,"  5,061"
37024,Spallumcheen,2007,"  5,090"
37024,Spallumcheen,2008,"  5,133"
37024,Spallumcheen,2009,"  5,083"
37024,Spallumcheen,2010,"  5,109"
37024,Spallumcheen,2011,"  5,109"
37024,Spallumcheen,2012,"  5,128"
37024,Spallumcheen,2013,"  5,183"
37024,Spallumcheen,2014,"  5,183"
37024,Spallumcheen,2015,"  5,183"
37024,Spallumcheen,2016,"  5,303"
37024,Spallumcheen,2017,"  5,482"
37024,Spallumcheen,2018,"  5,466"
37024,Spallumcheen,2019,"  5,529"
37024,Spallumcheen,2020,"  5,500"
37024,Spallumcheen,2021,"  5,594"
37024,Spallumcheen,2022,"  5,684"
37028,Armstrong,2005,"  4,392"
37028,Armstrong,2006,"  4,368"
37028,Armstrong,2007,"  4,524"
37028,Armstrong,2008,"  4,663"
37028,Armstrong,2009,"  4,776"
37028,Armstrong,2010,"  4,850"
37028,Armstrong,2011,"  4,903"
37028,Armstrong,2012,"  4,963"
37028,Armstrong,2013,"  4,998"
37028,Armstrong,2014,"  5,097"
37028,Armstrong,2015,"  5,192"
37028,Armstrong,2016,"  5,306"
37028,Armstrong,2017,"  5,241"
37028,Armstrong,2018,"  5,423"
37028,Armstrong,2019,"  5,463"
37028,Armstrong,2020,"  5,433"
37028,Armstrong,2021,"  5,518"
37028,Armstrong,2022,"  5,676"
37033,Enderby,2005,"  2,896"
37033,Enderby,2006,"  2,895"
37033,Enderby,2007,"  2,941"
37033,Enderby,2008,"  2,978"
37033,Enderby,2009,"  2,986"
37033,Enderby,2010,"  2,986"
37033,Enderby,2011,"  2,949"
37033,Enderby,2012,"  3,010"
37033,Enderby,2013,"  2,933"
37033,Enderby,2014,"  3,008"
37033,Enderby,2015,"  3,015"
37033,Enderby,2016,"  3,051"
37033,Enderby,2017,"  3,119"
37033,Enderby,2018,"  3,050"
37033,Enderby,2019,"  3,126"
37033,Enderby,2020,"  3,217"
37033,Enderby,2021,"  3,187"
37033,Enderby,2022,"  3,245"
37999,Unincorporated Areas - North Okanagan,2005," 18,453"
37999,Unincorporated Areas - North Okanagan,2006," 18,578"
37999,Unincorporated Areas - North Okanagan,2007," 18,630"
37999,Unincorporated Areas - North Okanagan,2008," 18,693"
37999,Unincorporated Areas - North Okanagan,2009," 18,814"
37999,Unincorporated Areas - North Okanagan,2010," 18,554"
37999,Unincorporated Areas - North Okanagan,2011," 18,455"
37999,Unincorporated Areas - North Okanagan,2012," 18,342"
37999,Unincorporated Areas - North Okanagan,2013," 18,546"
37999,Unincorporated Areas - North Okanagan,2014," 18,627"
37999,Unincorporated Areas - North Okanagan,2015," 18,780"
37999,Unincorporated Areas - North Okanagan,2016," 19,271"
37999,Unincorporated Areas - North Okanagan,2017," 19,541"
37999,Unincorporated Areas - North Okanagan,2018," 19,983"
37999,Unincorporated Areas - North Okanagan,2019," 20,015"
37999,Unincorporated Areas - North Okanagan,2020," 20,205"
37999,Unincorporated Areas - North Okanagan,2021," 20,365"
37999,Unincorporated Areas - North Okanagan,2022," 20,790"
39007,Golden,2005,"  3,944"
39007,Golden,2006,"  3,921"
39007,Golden,2007,"  3,862"
39007,Golden,2008,"  3,818"
39007,Golden,2009,"  3,875"
39007,Golden,2010,"  3,778"
39007,Golden,2011,"  3,804"
39007,Golden,2012,"  3,769"
39007,Golden,2013,"  3,789"
39007,Golden,2014,"  3,773"
39007,Golden,2015,"  3,821"
39007,Golden,2016,"  3,882"
39007,Golden,2017,"  3,963"
39007,Golden,2018,"  4,009"
39007,Golden,2019,"  4,080"
39007,Golden,2020,"  4,134"
39007,Golden,2021,"  4,190"
39007,Golden,2022,"  4,275"
39019,Revelstoke,2005,"  7,478"
39019,Revelstoke,2006,"  7,438"
39019,Revelstoke,2007,"  7,347"
39019,Revelstoke,2008,"  7,308"
39019,Revelstoke,2009,"  7,315"
39019,Revelstoke,2010,"  7,330"
39019,Revelstoke,2011,"  7,309"
39019,Revelstoke,2012,"  7,319"
39019,Revelstoke,2013,"  7,411"
39019,Revelstoke,2014,"  7,489"
39019,Revelstoke,2015,"  7,630"
39019,Revelstoke,2016,"  7,959"
39019,Revelstoke,2017,"  8,020"
39019,Revelstoke,2018,"  8,165"
39019,Revelstoke,2019,"  8,480"
39019,Revelstoke,2020,"  8,527"
39019,Revelstoke,2021,"  8,523"
39019,Revelstoke,2022,"  8,427"
39032,Salmon Arm,2005," 16,153"
39032,Salmon Arm,2006," 16,419"
39032,Salmon Arm,2007," 16,923"
39032,Salmon Arm,2008," 17,324"
39032,Salmon Arm,2009," 17,639"
39032,Salmon Arm,2010," 17,718"
39032,Salmon Arm,2011," 17,684"
39032,Salmon Arm,2012," 17,579"
39032,Salmon Arm,2013," 17,600"
